0,md5,,,网站名称,刊登频道名称,尺寸规范,区域,地域定向,频次控制,投放周期,特殊要求,版位定价(千人成本),总广告曝光(000'),总价,单位点击数,预估总广告点击数字 ,预计CTR,预计CPC,Nov.2018,,,,,,,,,,,Dec.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan.2019,,,,,,,,,
1,md5,,,Site,Channel,Video Length,Region,Geographical Direction,Frequency,Period,Specific Direction,Net Cost (CPM),Total Imp (000'),Total Net Cost,Unit Clicks,Ested Total Clicks ,Ested CTR,Ested CPC,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-1,2018-12-2,2018-12-3,2018-12-4,2018-12-5,2018-12-6,2018-12-7,2018-12-8,2018-12-9,2018-12-10,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-15,2018-12-16,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-22,2018-12-23,2018-12-24,2018-12-25,2018-12-26,2018-12-27,2018-12-28,2018-12-29,2018-12-30,2018-12-31,2019-1-1,2019-1-2,2019-1-3,2019-1-4,2019-1-5,2019-1-6,2019-1-7,2019-1-8,2019-1-9,2019-1-10
139,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.6,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.8,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,20,1377.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.09,定向TOP5剧场 返还比130%,72.7,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.8,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.6,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.8,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.6,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,,4277.62,23,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.09,定向TOP5剧场 返还比130%,72.7,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,,,,99999,,,,,,,,打包价Package:,71,4277.62,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,4620.01,24,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,24,1584,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,,4620.01,24,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,23,1452.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,,4620.01,24,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,24,1584,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,,,,99999,,,,,,,,打包价Package:,71,4620.01,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,134.01,25,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,67,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,,134.01,25,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,0.01,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,,134.01,25,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Mobile+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67,1,67,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,,,,99999,,,,,,,,打包价Package:,3,134.01,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,4615,26,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Phone+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,24,1560,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,,4615,26,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Phone+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,23,1495,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,,4615,26,IQIYI&PPS VIDEO-PDB,开机画面,Video-OpenScreen (PC+Phone+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65,24,1560,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,,,,99999,,,,,,,,打包价Package:,71,4615,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,4371.03,27,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,,4371.03,27,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,21,1410.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,,4371.03,27,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,,,,99999,,,,,,,,打包价Package:,65,4371.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,4371.03,28,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,10,220,0.01,6.73,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,,4371.03,28,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,21,1410.01,10,210,0.01,6.71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,,4371.03,28,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,10,220,0.01,6.73,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,,,,99999,,,,,,,,打包价Package:,65,4371.03,,650,0.01,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,4371.03,29,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,,4371.03,29,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,21,1410.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,,4371.03,29,IQIYI&PPS VIDEO-PD,开机画面,Pic-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70.5,22,1480.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,,,,99999,,,,,,,,打包价Package:,65,4371.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,4277.53,30,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,,4277.53,30,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,20,1377.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,,4277.53,30,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,,,,99999,,,,,,,,打包价Package:,62,4277.53,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,4277.53,31,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,10,210,0.01,6.9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,,4277.53,31,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,20,1377.51,10,200,0.01,6.89,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,,4277.53,31,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,10,210,0.01,6.9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,,,,99999,,,,,,,,打包价Package:,62,4277.53,,620,0.01,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,4277.53,32,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,,4277.53,32,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,20,1377.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,,4277.53,32,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,72.5,21,1450.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,,,,99999,,,,,,,,打包价Package:,62,4277.53,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,4620.01,33,IQIYI&PPS VIDEO-PD,开机画面,Video-OpenScreen (PC+Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66,24,1584,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
